review;original score;predicted score;distance
https://stepik.org/review/reviews/1161807;14;13,98;0,02
https://stepik.org/review/reviews/1161975;14;13,98;0,02
https://stepik.org/review/reviews/1163048;14;13,98;0,02
https://stepik.org/review/reviews/1216144;14;13,98;0,02
https://stepik.org/review/reviews/1216335;14;13,98;0,02
https://stepik.org/review/reviews/1210553;14;13,98;0,02
https://stepik.org/review/reviews/1213629;14;13,98;0,02
https://stepik.org/review/reviews/1211076;14;13,98;0,02
https://stepik.org/review/reviews/1213756;14;13,98;0,02
https://stepik.org/review/reviews/1216098;14;13,98;0,02
https://stepik.org/review/reviews/1201871;14;13,98;0,02
https://stepik.org/review/reviews/1201737;14;13,98;0,02
https://stepik.org/review/reviews/1201866;14;13,98;0,02
https://stepik.org/review/reviews/1187832;14;13,98;0,02
https://stepik.org/review/reviews/1187374;14;13,98;0,02
https://stepik.org/review/reviews/1218204;14;13,98;0,02
https://stepik.org/review/reviews/1218325;14;13,98;0,02
https://stepik.org/review/reviews/1228341;14;13,98;0,02
https://stepik.org/review/reviews/1228531;14;13,98;0,02
https://stepik.org/review/reviews/1232889;14;13,98;0,02
https://stepik.org/review/reviews/1254843;14;13,98;0,02
https://stepik.org/review/reviews/1218248;14;13,99;0,01
https://stepik.org/review/reviews/1208755;14;13,99;0,01
https://stepik.org/review/reviews/1209256;14;13,99;0,01
https://stepik.org/review/reviews/1195971;14;13,99;0,01
https://stepik.org/review/reviews/1241323;14;13,99;0,01
https://stepik.org/review/reviews/1203742;14;13,99;0,01
https://stepik.org/review/reviews/1203902;14;13,99;0,01
https://stepik.org/review/reviews/1204112;14;13,99;0,01
https://stepik.org/review/reviews/1213735;14;13,99;0,01
https://stepik.org/review/reviews/1213998;14;13,99;0,01
https://stepik.org/review/reviews/1198154;14;13,99;0,01
https://stepik.org/review/reviews/1198157;14;13,99;0,01
https://stepik.org/review/reviews/1217282;14;13,99;0,01
https://stepik.org/review/reviews/1218145;14;13,99;0,01
https://stepik.org/review/reviews/1194876;14;13,99;0,01
https://stepik.org/review/reviews/1191721;14;13,99;0,01
https://stepik.org/review/reviews/1193946;14;13,99;0,01
https://stepik.org/review/reviews/1251440;14;13,99;0,01
https://stepik.org/review/reviews/1247675;14;13,99;0,01
https://stepik.org/review/reviews/1208359;14;13,99;0,01
https://stepik.org/review/reviews/1208438;14;13,99;0,01
https://stepik.org/review/reviews/1206991;14;13,99;0,01
https://stepik.org/review/reviews/1256163;14;13,99;0,01
https://stepik.org/review/reviews/1257416;14;13,99;0,01
https://stepik.org/review/reviews/1209982;14;13,99;0,01
https://stepik.org/review/reviews/1165650;14;13,99;0,01
https://stepik.org/review/reviews/1164344;14;13,99;0,01
https://stepik.org/review/reviews/1163168;14;13,99;0,01
https://stepik.org/review/reviews/1205151;14;13,99;0,01
https://stepik.org/review/reviews/1203968;14;13,99;0,01
https://stepik.org/review/reviews/1209705;14;13,99;0,01
https://stepik.org/review/reviews/1209754;14;13,99;0,01
https://stepik.org/review/reviews/1209993;14;13,99;0,01
https://stepik.org/review/reviews/1198284;14;13,99;0,01
https://stepik.org/review/reviews/1191871;14;13,99;0,01
https://stepik.org/review/reviews/1186765;14;13,99;0,01
https://stepik.org/review/reviews/1187728;14;13,99;0,01
https://stepik.org/review/reviews/1197552;14;13,99;0,01
https://stepik.org/review/reviews/1197658;14;13,99;0,01
https://stepik.org/review/reviews/1197875;14;13,99;0,01
https://stepik.org/review/reviews/1161996;14;13,99;0,01
https://stepik.org/review/reviews/1163074;14;13,99;0,01
https://stepik.org/review/reviews/1208428;14;13,99;0,01
https://stepik.org/review/reviews/1208435;14;13,99;0,01
https://stepik.org/review/reviews/1208765;14;13,99;0,01
https://stepik.org/review/reviews/1213596;14;13,99;0,01
https://stepik.org/review/reviews/1213677;14;13,99;0,01
https://stepik.org/review/reviews/1187862;14;13,99;0,01
https://stepik.org/review/reviews/1188066;14;13,99;0,01
https://stepik.org/review/reviews/1198165;14;13,99;0,01
https://stepik.org/review/reviews/1188967;14;13,99;0,01
https://stepik.org/review/reviews/1191793;14;13,99;0,01
https://stepik.org/review/reviews/1173067;14;14;0
https://stepik.org/review/reviews/1175475;14;14;0
https://stepik.org/review/reviews/1172651;14;14;0
https://stepik.org/review/reviews/1170631;14;14;0
https://stepik.org/review/reviews/1203998;14;14;0
https://stepik.org/review/reviews/1188081;14;14;0
https://stepik.org/review/reviews/1190185;14;14;0
https://stepik.org/review/reviews/1190537;14;14;0
https://stepik.org/review/reviews/1216862;14;14;0
https://stepik.org/review/reviews/1216950;14;14;0
https://stepik.org/review/reviews/1197491;14;14;0
https://stepik.org/review/reviews/1196009;14;14;0
https://stepik.org/review/reviews/1211098;14;14;0
